origin country,latitude,longitude,km depth,lower yield,upper yield,purpose,name,type,date
USA,36.99,-116.26,0.0,0.0,20.0,Weapons related,Wat,SHAFT,1968
USSR,50.0,78.0,0.0,0.24,0.24,Peaceful nuclear explosion,Telkem,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hula,SHAFT,1968
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1968
USA,36.87,-116.27,0.0,0.0,20.0,Storage-transportation safety experiment,Bit A-B,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,File,SHAFT,1968
USA,37.05,-116.08,0.0,20.0,200.0,Weapons related,Crew,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Crew 2-3,SHAFT,1968
USSR,73.39,54.58,0.0,0.0,1500.0,Weapons related,Nan,TUNNEL,1968
USSR,49.76,78.06,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1968
USSR,37.0,78.0,0.0,0.24,0.24,Peaceful nuclear explosion,Telkem-2,SHAFT,1968
USA,37.02,-115.99,0.0,0.0,20.0,Weapons related,Knife B,SHAFT,1968
USA,37.0,-116.31,0.0,0.0,20.0,Weapons related,Auger,SHAFT,1968
USA,36.95,-116.18,0.0,0.0,20.0,Weapons effects testing,Mingvase,TUNNEL,1968
USA,37.13,-116.04,0.0,0.0,20.0,Weapons related,Tinderbox,SHAFT,1968
USA,37.28,-116.37,0.0,30.0,30.0,Unknown classification,Schooner,CRATER,1968
USA,37.02,-116.07,0.0,0.0,20.0,Weapons related,Tyg A-F,SHAFT,1968
USA,37.01,-116.11,0.0,0.0,20.0,Weapons related,Scissors,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Bayleaf,SHAFT,1968
USSR,49.7,78.1,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1968
USA,37.2,-116.5,0.0,1150.0,1150.0,Weapons related,Benham,SHAFT,1968
CHINA,41.5,89.0,0.0,3000.0,3000.0,Weapons related,Nan,AIRDROP,1968
USA,37.14,-116.07,0.0,10.0,10.0,Weapons effects testing,Packard,SHAFT,1969
USA,37.19,-116.22,0.0,20.0,200.0,Weapons related,Wineskin,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Shave,SHAFT,1969
USA,37.04,-115.99,0.0,20.0,200.0,Weapons related,Vise,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Biggin,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Nipper,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Winch,SHAFT,1969
USA,37.15,-116.14,0.0,0.0,20.0,Weapons effects testing,Cypresse,TUNNEL,1969
USSR,49.84,78.15,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1969
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Valise,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Chatty,SHAFT,1969
USA,36.96,-116.02,0.0,0.0,20.0,Weapons related,Barsac,SHAFT,1969
USA,37.11,-116.08,0.0,0.0,100.0,Weapons related,Coffer,SHAFT,1969
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1969
USSR,50.0,78.0,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gourd A/B,SHAFT,1969
USA,37.05,-116.03,0.0,20.0,200.0,Weapons related,Blenton,SHAFT,1969
USA,37.05,-116.03,0.0,20.0,200.0,Weapons related,Thistle,SHAFT,1969
USA,37.25,-116.46,0.0,20.0,200.0,Weapons related,Purse,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Aliment,SHAFT,1969
USSR,49.78,78.16,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1969
USA,37.01,-116.03,0.0,20.0,200.0,Weapons related,Torrido,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Ipecac A-B,SHAFT,1969
USSR,50.01,77.81,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1969
USA,36.95,-116.07,0.0,0.0,20.0,Weapons related,Tapper,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bowl 1-2,SHAFT,1969
USSR,49.76,78.2,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1969
USA,37.07,-116.08,0.0,20.0,200.0,Weapons related,Ildrim,SHAFT,1969
USA,37.13,-116.07,0.0,20.0,200.0,Weapons related,Hutch,SHAFT,1969
USSR,49.88,78.23,0.0,16.0,16.0,Weapons related,Nan,TUNNEL,1969
USA,37.2,-116.1,0.0,0.0,20.0,Weapons related,Spider A-B,TUNNEL,1969
USA,36.91,-116.01,0.0,0.0,20.0,Weapons related,Pliers,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Horehound,SHAFT,1969
USSR,57.35,54.77,0.0,7.6,7.6,Peaceful nuclear explosion,Grifon,SHAFT,1969
USSR,51.31,55.03,0.0,7.6,7.6,Peaceful nuclear explosion,Grifon,SHAFT,1969
USA,39.5,-107.88,0.0,40.0,40.0,Unknown classification,Rulison,SHAFT,1969
USSR,49.77,78.03,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1969
USA,36.84,-115.93,0.0,0.0,20.0,Weapons effects testing,Minute Steak,SHAFT,1969
USA,37.33,-116.43,0.0,0.0,1000.0,Weapons related,Jorum,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Kyack A-B,SHAFT,1969
CHINA,41.35,88.33,0.0,25.0,25.0,Weapons related,Nan,UG,1969
USSR,45.88,42.49,0.0,10.0,10.0,Peaceful nuclear explosion,Nan,SHAFT,1969
CHINA,40.72,89.3,0.0,3000.0,3000.0,Weapons related,Nan,AIRDROP,1969
USSR,49.81,78.18,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1969
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Seaweed C-E,SHAFT,1969
USA,51.59,179.19,0.0,1000.0,1000.0,Weapons related,Milrow,SHAFT,1969
USA,37.23,-116.43,0.0,200.0,1000.0,Weapons related,Pipkin,SHAFT,1969
USSR,73.39,54.5,0.0,20.0,1500.0,Weapons related,Nan,TUNNEL,1969
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Seaweed B,SHAFT,1969
USA,37.07,-116.04,0.0,11.0,11.0,Weapons related,Cruet,SHAFT,1969
USA,37.04,-116.16,0.0,16.7,16.7,Weapons related,Pod A-D,SHAFT,1969
USA,37.22,-116.09,0.0,110.0,110.0,Weapons related,Calabash,SHAFT,1969
USSR,50.0,78.0,0.0,0.001,20.0,Safety experiment,Nan,TUNNEL,1969
USA,37.0,-116.0,0.0,1.7,1.7,Weapons related,Scuttle,SHAFT,1969
USA,36.98,-116.02,0.0,20.0,200.0,Weapons related,Piccalilli,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Planer,SHAFT,1969
USSR,50.0,78.0,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1969
USSR,49.94,78.98,0.0,125.0,125.0,Weapons related,Nan,SHAFT,1969
USA,37.13,-116.24,0.0,0.0,20.0,Weapons effects testing,Dieseltrain,TUNNEL,1969
USSR,43.79,54.75,0.0,30.0,30.0,Peaceful nuclear explosion,Nan,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Culaniro A-B,SHAFT,1969
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Tun A-D,SHAFT,1969
USA,37.06,-116.0,0.0,20.0,200.0,Weapons related,Grape A,SHAFT,1969
USA,36.9,-116.07,0.0,0.0,20.0,Weapons related,Lovage,SHAFT,1969
USA,37.09,-116.07,0.0,0.0,200.0,Weapons related,Terrine W/Y,SHAFT,1969
USSR,49.98,77.79,0.0,40.0,40.0,Weapons related,Nan,SHAFT,1969
USSR,49.7,78.2,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1969
USA,37.11,-115.96,0.0,0.0,20.0,Weapons related,Fob G/R/B,SHAFT,1970
USSR,49.84,78.27,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1970
USA,36.98,-116.07,0.0,0.0,20.0,Weapons related,Ajo,SHAFT,1970
USA,37.09,-116.01,0.0,20.0,200.0,Weapons related,Grape B,SHAFT,1970
USA,37.0,-116.0,0.0,20.0,200.0,Weapons related,Belen,SHAFT,1970
USA,37.09,-116.05,0.0,25.0,25.0,Weapons related,Labis,SHAFT,1970
USA,37.13,-116.21,0.0,0.0,20.0,Weapons effects testing,Dianamist,TUNNEL,1970
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1970
USA,37.07,-115.98,0.0,20.0,200.0,Weapons related,Cummarin,SHAFT,1970
USA,37.11,-116.08,0.0,20.0,200.0,Weapons related,Yannigan R/B/W,SHAFT,1970
USA,37.14,-116.08,0.0,8.7,8.7,Weapons related,Cyathus,SHAFT,1970
USA,37.08,-116.05,0.0,0.0,20.0,Weapons related,Arabis R/G/B,SHAFT,1970
USA,36.93,-116.02,0.0,0.0,20.0,Weapons related,Jal,SHAFT,1970
USA,37.08,-116.03,0.0,20.0,200.0,Weapons related,Shaper,SHAFT,1970
USA,37.3,-116.49,0.0,1000.0,10000.0,Weapons related,Handley,SHAFT,1970
USSR,49.77,78.11,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1970
USA,37.03,-116.04,0.0,12.7,12.7,Weapons effects testing,Snubber,SHAFT,1970
USA,37.08,-116.1,0.0,20.0,200.0,Weapons related,Can Green/Red,SHAFT,1970
USA,37.0,-116.03,0.0,0.0,20.0,Weapons related,Beebalm,SHAFT,1970
USA,37.05,-116.02,0.0,0.0,20.0,Weapons related,Hod Green/Red,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Hod C Blue,SHAFT,1970
USA,37.17,-116.19,0.0,0.0,20.0,Weapons effects testing,Mintleaf,TUNNEL,1970
USA,37.0,-116.2,0.0,0.0,20.0,Unknown classification,Diamond Dust,TUNNEL,1970
USA,37.16,-116.03,0.0,20.0,200.0,Weapons related,Cornice Y/G,SHAFT,1970
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Andromede,BALLOON,1970
USA,37.04,-116.03,0.0,0.0,20.0,Weapons related,Manzanas,SHAFT,1970
USA,36.99,-116.05,0.0,20.0,200.0,Weapons related,Morrones,SHAFT,1970
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons related,Cassiopee,BALLOON,1970
USA,37.2,-116.2,0.0,0.0,20.0,Weapons effects testing,Hudson Moon,TUNNEL,1970
USA,37.11,-116.03,0.0,0.0,105.0,Unknown classification,Flask G/Y/R,SHAFT,1970
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Piton A/B,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Piton C,SHAFT,1970
FRANCE,-22.2,-138.8,0.0,0.0,1000.0,Weapons related,Dragon,BALLOON,1970
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Eridan,BALLOON,1970
USSR,52.2,55.7,0.0,2.3,2.3,Peaceful nuclear explosion,Magistral,SHAFT,1970
USA,37.08,-116.08,0.0,0.0,20.0,Weapons related,Arnica Y/V,SHAFT,1970
USSR,49.83,78.22,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1970
USSR,50.0,78.0,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1970
FRANCE,-21.8,-139.2,0.0,0.0,1000.0,Weapons related,Licorne,BALLOON,1970
USSR,49.95,77.77,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1970
USSR,49.82,78.18,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1970
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Pegase,BALLOON,1970
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Orion,BALLOON,1970
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons related,Toucan,BALLOON,1970
USSR,49.77,78.1,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1970
USSR,50.0,78.0,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Scree A/A/Ch,SHAFT,1970
USSR,73.31,54.89,0.0,150.0,1500.0,Weapons related,Nan,TUNNEL,1970
CHINA,40.92,89.4,0.0,3400.0,3400.0,Weapons related,Nan,AIRDROP,1970
USA,37.03,-116.0,0.0,20.0,200.0,Weapons related,Tijeras,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Truchas Ch/Ch/R,SHAFT,1970
USSR,50.0,77.82,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,SHAFT,1970
USA,36.98,-116.04,0.0,20.0,200.0,Weapons related,Abeytas,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Penasco,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Corazon/Carrizo,SHAFT,1970
USSR,43.87,54.78,0.0,80.0,80.0,Peaceful nuclear explosion,Nan,SHAFT,1970
USA,37.01,-115.94,0.0,20.0,200.0,Weapons related,Artesia,SHAFT,1970
USA,37.23,-116.05,0.0,0.0,20.0,Weapons related,Avens A/A/A/C,SHAFT,1970
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Canjilon,SHAFT,1970
USSR,49.73,78.17,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1970
USA,37.12,-116.05,0.0,220.0,220.0,Weapons related,Carpetbag,SHAFT,1970
USA,37.12,-116.09,0.0,10.0,10.0,Weapons related,Baneberry,SHAFT,1970
USSR,43.81,54.82,0.0,75.0,75.0,Peaceful nuclear explosion,Nan,SHAFT,1970
USSR,50.0,78.0,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1971
USSR,49.7,78.2,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,TUNNEL,1971
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1971
USSR,61.3,56.5,0.0,15.0,15.0,Peaceful nuclear explosion,Taiga,SHAFT,1971
USSR,50.0,78.0,0.0,0.23,0.23,Peaceful nuclear explosion,Nan,TUNNEL,1971
USSR,49.8,78.1,0.0,90.0,90.0,Weapons related,Nan,TUNNEL,1971
USSR,49.8,78.2,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1971
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Dione,BALLOON,1971
USSR,50.0,77.8,0.0,16.0,16.0,Weapons related,Nan,SHAFT,1971
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons effects testing,Encelade,BALLOON,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Embudo,SHAFT,1971
USSR,50.0,77.7,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1971
USA,37.0,-116.0,0.0,20.0,200.0,Weapons related,Laguna,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Dexter,SHAFT,1971
USA,37.1,-116.1,0.0,20.0,200.0,Weapons related,Harebell,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Camphor,TUNNEL,1971
USSR,50.0,79.1,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Unknown classification,Diamond Mine,TUNNEL,1971
USSR,64.0,55.0,0.0,2.3,2.3,Peaceful nuclear explosion,Globus,SHAFT,1971
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Japet,BALLOON,1971
USA,37.1,-116.1,0.0,83.0,83.0,Unknown classification,Kiniata,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bracken,SHAFT,1971
USSR,64.2,55.2,0.0,2.3,2.3,Peaceful nuclear explosion,Globus,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Apodaca,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Barranca,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Nama A/M,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Baltic,SHAFT,1971
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Phoebe,BALLOON,1971
FRANCE,-21.9,-139.0,0.0,0.0,1000.0,Weapons related,Rhea,BALLOON,1971
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Algodones,SHAFT,1971
USSR,57.8,41.1,0.0,2.3,2.3,Peaceful nuclear explosion,Globus,SHAFT,1971
USA,37.07,-115.97,0.0,0.0,20.0,Storage-transportation safety experiment,Frijoles,SHAFT,1971
USSR,73.4,55.1,0.0,150.0,1500.0,Weapons related,Nan,TUNNEL,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pedernal,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Chantilly,SHAFT,1971
USSR,61.6,47.1,0.0,2.3,2.3,Peaceful nuclear explosion,Globus,SHAFT,1971
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Cathay,SHAFT,1971
USSR,50.0,77.7,0.0,12.0,12.0,Weapons related,Nan,SHAFT,1971
USA,37.32,-116.14,0.0,0.0,20.0,Weapons related,Lagoon,SHAFT,1971
USSR,50.0,77.6,0.0,23.0,23.0,Weapons related,Nan,SHAFT,1971
USSR,51.6,54.5,0.0,15.0,15.0,Peaceful nuclear explosion,Sapfir,SHAFT,1971
USA,51.5,179.1,0.0,0.0,5000.0,Weapons related,Cannikin,SHAFT,1971
CHINA,41.5,89.0,0.0,15.0,15.0,Weapons related,Nan,TOWER,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Diagonal Line,SHAFT,1971
USSR,49.8,78.1,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1971
USA,37.16,-116.15,0.0,0.0,20.0,Weapons related,Parnassia,SHAFT,1971
USA,37.1,-116.1,0.0,20.0,200.0,Weapons related,Chaenactis,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hospah,SHAFT,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Yerba,SHAFT,1971
USSR,50.0,77.9,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1971
USSR,47.9,48.2,0.0,64.0,64.0,Peaceful nuclear explosion,Nan,SHAFT,1971
USSR,49.8,78.1,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1971
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1971
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mescalero,SHAFT,1972
CHINA,41.5,89.0,0.0,8.0,8.0,Weapons related,Nan,AIRDROP,1972
USA,36.98,-115.81,0.0,0.0,20.0,Weapons related,Cowles,SHAFT,1972
USSR,50.0,78.9,0.0,16.0,16.0,Weapons related,Nan,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Dianthus,SHAFT,1972
USSR,49.8,78.2,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1972
CHINA,41.5,89.0,0.0,170.0,170.0,Weapons related,Nan,AIRDROP,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sappho,SHAFT,1972
USSR,49.7,78.2,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1972
USA,36.97,-116.05,0.0,0.0,20.0,Weapons related,Onaja/Ocate,SHAFT,1972
USSR,37.4,62.0,0.0,15.0,15.0,Peaceful nuclear explosion,Crater,SHAFT,1972
USA,37.122,-116.083,0.0,0.0,20.0,Weapons related,Longchamps,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Jicarilla,SHAFT,1972
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1972
USA,37.2,-116.2,0.0,0.0,20.0,Weapons effects testing,Misty North,TUNNEL,1972
USA,37.25,-116.11,0.0,0.0,20.0,Weapons related,Kara,SHAFT,1972
USA,37.12,-116.088,0.0,0.0,20.0,Weapons related,Zinnia,SHAFT,1972
USA,37.004,-116.002,0.0,0.0,20.0,Weapons related,Monero,SHAFT,1972
USSR,49.8,78.2,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Merida,SHAFT,1972
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Umbriel,BALLOON,1972
USA,37.12,-116.04,0.0,0.0,20.0,Weapons related,Capitan,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Haplopappus,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Tajique,SHAFT,1972
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Titania,BALLOON,1972
USSR,49.7,78.0,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1972
USSR,0.0,0.0,0.0,3.8,3.8,Peaceful nuclear explosion,Fakel,SHAFT,1972
USA,37.215,-116.183,0.0,0.0,20.0,Weapons effects testing,Diamond Sculls,TUNNEL,1972
USA,37.02,-116.03,0.0,0.0,20.0,Weapons related,Atarque,SHAFT,1972
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Oberon,BALLOON,1972
USSR,71.0,54.0,0.0,0.001,20.0,Flight (missile) system tests,Nan,SHAFT,1972
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Ariel,TOWER,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Ceb/Cuch/Sol,SHAFT,1972
USSR,49.8,78.1,0.0,8.0,8.0,Weapons effects testing,Nan,TUNNEL,1972
USSR,49.5,48.2,0.0,6.6,6.6,Peaceful nuclear explosion,Region,SHAFT,1972
USSR,50.0,77.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1972
USSR,73.3,55.1,0.0,20.0,1500.0,Weapons related,Nan,TUNNEL,1972
USSR,50.0,77.7,0.0,2.0,2.0,Weapons related,Nan,SHAFT,1972
USSR,67.7,33.4,0.0,2.1,2.1,Peaceful nuclear explosion,Dnepr-1,TUNNEL,1972
USSR,52.1,52.0,0.0,2.3,2.3,Peaceful nuclear explosion,Region,SHAFT,1972
USA,37.082,-116.037,0.0,20.0,200.0,Weapons related,Oscuro,SHAFT,1972
USA,37.122,-116.085,0.0,15.0,15.0,Weapons related,Delphinium,SHAFT,1972
USSR,46.8,45.0,0.0,6.6,6.6,Peaceful nuclear explosion,Region,SHAFT,1972
USSR,49.9,78.8,0.0,165.0,165.0,Weapons related,Nan,SHAFT,1972
USA,37.25,-116.32,0.0,0.0,20.0,Weapons related,Akbar,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Arsenate,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Canna U/L,SHAFT,1972
USSR,52.8,51.1,0.0,2.3,2.3,Peaceful nuclear explosion,Region,SHAFT,1972
USSR,51.8,64.2,0.0,6.6,6.6,Peaceful nuclear explosion,Region,SHAFT,1972
USSR,49.8,78.1,0.0,0.0,150.0,Weapons related,Nan,TUNNEL,1972
USSR,50.1,78.8,0.0,140.0,140.0,Peaceful nuclear explosion,Nan,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Tuloso,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Solanum,SHAFT,1972
USA,37.14,-116.083,0.0,0.0,20.0,Weapons effects testing,Flax Source,SHAFT,1972
USA,37.0,-116.0,0.0,0.0,200.0,Weapons effects testing,Flax T/B,SHAFT,1972
USSR,51.7,77.2,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1972
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Alumroot,SHAFT,1973
USSR,49.8,78.2,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1973
USA,37.103,-116.027,0.0,20.0,200.0,Weapons related,Miera,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gazook,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Natoma,SHAFT,1973
USSR,50.0,77.7,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1973
USA,37.005,-116.028,0.0,0.0,20.0,Weapons related,Angus/Velarde,SHAFT,1973
USA,37.123,-116.059,0.0,90.0,90.0,Weapons related,Starwort,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Colmor,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mesita,SHAFT,1973
USA,39.793,-108.366,0.0,33.0,33.0,Unknown classification,Rio Blanco 1-3,SHAFT,1973
USA,37.18,-116.09,0.0,0.0,20.0,Weapons related,Cabresto,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Kashan,SHAFT,1973
USA,37.185,-116.215,0.0,0.0,20.0,Weapons effects testing,Dido Queen,TUNNEL,1973
USA,37.245,-116.346,0.0,200.0,1000.0,Weapons related,Almendro,SHAFT,1973
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Potrillo,SHAFT,1973
CHINA,40.6,89.5,0.0,0.0,0.0,Weapons related,Nan,AIRDROP,1973
USA,37.148,-116.086,0.0,20.0,200.0,Weapons related,Portulaca,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sileke,SHAFT,1973
USSR,49.8,78.1,0.0,0.0,20.0,Weapons effects testing,Nan,TUNNEL,1973
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Euterpe,BALLOON,1973
USSR,50.0,78.9,0.0,150.0,1500.0,Peaceful nuclear explosion,Nan,SHAFT,1973
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Melpomene,BALLOON,1973
USSR,42.7,67.4,0.0,6.3,6.3,Peaceful nuclear explosion,Meridian,SHAFT,1973
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Pallas,BALLOON,1973
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Parthenope,BALLOON,1973
USSR,50.5,68.4,0.0,6.3,6.3,Peaceful nuclear explosion,Meridian,SHAFT,1973
FRANCE,-22.0,-140.0,0.0,0.0,20.0,Weapons related,Tamara,AIRDROP,1973
USSR,73.3,55.2,0.0,150.0,10000.0,Weapons related,Nan,TUNNEL,1973
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Weapons related,Vesta,TOWER,1973
USSR,45.6,67.8,0.0,6.3,6.3,Peaceful nuclear explosion,Meridian,SHAFT,1973
USSR,50.0,78.0,0.0,0.0,0.001,Weapons related,Nan,SHAFT,1973
USSR,70.8,53.9,0.0,20.0,150.0,Flight (missile) system tests,Nan,SHAFT,1973
USSR,51.6,54.6,0.0,10.0,10.0,Peaceful nuclear explosion,Sapfir,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Polygonum,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Waller,SHAFT,1973
USA,37.2,-116.203,0.0,0.0,20.0,Weapons effects testing,Huscy Ace,TUNNEL,1973
